city,admin_name,country,population,lat,lng
Conakry,Conakry,Guinea,1667864,9.5092,-13.7122
Ximeicun,Fujian,China,1663542,24.9612,118.3849
Caloocan City,Caloocan,Philippines,1661584,14.6500,120.9700
Ecatepec,México,Mexico,1655015,19.6097,-99.0600
Yushan,Jiangsu,China,1652159,31.3220,120.9850
Fuxin,Liaoning,China,1647280,42.0220,121.6700
Novosibirsk,Novosibirskaya Oblast’,Russia,1633851,55.0500,82.9500
Bilāspur,Chhattīsgarh,India,1625502,22.0900,82.1500
Semarang,Jawa Tengah,Indonesia,1621384,-6.9900,110.4225
Jingdezhen,Jiangxi,China,1618979,29.2917,117.1986
Ludhiāna,Punjab,India,1618879,30.9100,75.8500
Liaoyang,Liaoning,China,1604580,41.2790,123.1760
Jiangyin,Jiangsu,China,1595138,31.8390,120.2950
Valencia,Valencia,Spain,1595000,39.4700,-0.3764
Shuozhou,Shanxi,China,1593444,39.3317,112.4329
León de los Aldama,Guanajuato,Mexico,1579803,21.1167,-101.6833
Columbus,Ohio,United States,1578153,39.9862,-82.9855
Puebla,Puebla,Mexico,1576259,19.0333,-98.1833
Biên Hòa,Đồng Nai,Vietnam,1575000,10.9500,106.8167
Chengtangcun,Shandong,China,1574648,35.0833,117.1500
Yopougon,Abidjan,Côte d’Ivoire,1571065,5.3748,-4.0867
Hebi,Henan,China,1565973,35.7480,114.2970
Shīrāz,Fārs,Iran,1565572,29.6100,52.5425
Dushanbe,Dushanbe,Tajikistan,1564700,38.5367,68.7800
Madurai,Tamil Nādu,India,1561129,9.9252,78.1198
Huzhou,Zhejiang,China,1558826,30.8925,120.0875
Harare,Harare,Zimbabwe,1558823,-17.8292,31.0522
Tabrīz,Āz̄arbāyjān-e Sharqī,Iran,1558693,38.0817,46.2992
Jamshedpur,Jhārkhand,India,1558000,22.7925,86.1842
Baicheng,Jilin,China,1551378,45.6200,122.8380
San José,San José,Costa Rica,1543000,9.9325,-84.0800
Shaoyang,Jiangsu,China,1542600,32.9120,119.8526
San Salvador,San Salvador,El Salvador,1538525,13.6989,-89.1914
Palembang,Sumatera Selatan,Indonesia,1535952,-2.9861,104.7556
Kawasaki,Kanagawa,Japan,1531646,35.5167,139.7000
Kōbe,Hyōgo,Japan,1521707,34.6900,135.1956
Jiaxing,Zhejiang,China,1518654,30.7470,120.7560
Zhangjiajie,Hunan,China,1517027,29.1170,110.4790
Baiyin,Gansu,China,1512110,36.5451,104.1389
Guiping,Guangxi,China,1511011,23.4000,110.0833
Changshu,Jiangsu,China,1510100,31.6560,120.7530
Jixi,Heilongjiang,China,1502060,45.2950,130.9690
Xushan,Zhejiang,China,1502000,30.1667,121.2333
Lomé,Maritime,Togo,1500000,6.1308,1.2153
Niamey,Niamey,Niger,1496260,13.5150,2.1175
Gwangju,Gwangju,South Korea,1490092,35.1653,126.8486
Recife,Pernambuco,Brazil,1488920,-8.0539,-34.8808
Nāsik,Mahārāshtra,India,1486053,19.9975,73.7898
Abu Dhabi,Abū Z̧aby,United Arab Emirates,1483000,24.4667,54.3667
Onitsha,Anambra,Nigeria,1483000,6.1667,6.7833
Amsterdam,Noord-Holland,Netherlands,1477213,52.3728,4.8936
Vijayavāda,Andhra Pradesh,India,1476931,16.5193,80.6305
Zapopan,Jalisco,Mexico,1476491,20.7167,-103.4000
Daejeon,Daejeon,South Korea,1475221,36.3500,127.3850
Bronx,New York,United States,1472654,40.8501,-73.8662
Auckland,Auckland,New Zealand,1470100,-36.8492,174.7653
Yekaterinburg,Sverdlovskaya Oblast’,Russia,1468833,56.8356,60.6128
Wuwei,Gansu,China,1464955,37.9290,102.6380
Jinhua,Zhejiang,China,1463990,29.0790,119.6470
Kyōto,Kyōto,Japan,1463723,35.0117,135.7683
Pizhou,Jiangsu,China,1458038,34.3980,117.8900
Yangshe,Jiangsu,China,1447600,31.8767,120.5560
Dakar,Dakar,Senegal,1438725,14.6726,-17.4320
Charlotte,North Carolina,United States,1436613,35.2083,-80.8303
Yucheng,Sichuan,China,1434603,30.0100,103.0415
Kayseri,Kayseri,Turkey,1434357,38.7225,35.4875
Virginia Beach,Virginia,United States,1431821,36.7335,-76.0435
Rui’an,Zhejiang,China,1424667,27.7833,120.6250
Muscat,Masqaţ,Oman,1421409,23.6139,58.5922
Kharkiv,Kharkivska Oblast,Ukraine,1421125,49.9925,36.2311
Pointe-Noire,Pointe-Noire,Congo (Brazzaville),1420612,-4.7975,11.8503
Medina,Al Madīnah al Munawwarah,Saudi Arabia,1411599,24.4700,39.6100
Sangereng,Jawa Barat,Indonesia,1404785,-6.2889,106.7181
Farīdābād,Haryāna,India,1404653,28.4211,77.3078
Sofia,Sofia-Grad,Bulgaria,1404116,42.6979,23.3217
Ulaanbaatar,Ulaanbaatar,Mongolia,1396288,47.9214,106.9055
Adelaide,South Australia,Australia,1387290,-34.9275,138.6000
Prague,Praha,Czechia,1384732,50.0875,14.4214
Wenling,Zhejiang,China,1366794,28.3667,121.3667
Copenhagen,Hovedstaden,Denmark,1366301,55.6805,12.5615
Najafgarh,Delhi,India,1365152,28.6125,76.9847
Lianjiang,Guangdong,China,1363470,21.7333,110.2833
Helsinki,Uusimaa,Finland,1360075,60.1708,24.9375
Samsun,Samsun,Turkey,1356079,41.2903,36.3336
Milan,Lombardy,Italy,1354196,45.4669,9.1900
Antalya,Antalya,Turkey,1344000,36.8874,30.7075
Santiago,Cibao Norte,Dominican Republic,1343423,19.4572,-70.6889
Chizhou,Anhui,China,1342764,30.6654,117.4916
Makassar,Sulawesi Selatan,Indonesia,1338663,-5.1331,119.4136
Porto Alegre,Rio Grande do Sul,Brazil,1332845,-30.0328,-51.2300
Huangshan,Anhui,China,1330565,29.7149,118.3376
Gaozhou,Guangdong,China,1328657,21.9244,110.8422
Barranquilla,Atlántico,Colombia,1326588,10.9833,-74.8019
Al Başrah,Al Başrah,Iraq,1326564,30.5150,47.8100
Benxi,Liaoning,China,1326018,41.3039,123.7649
Saitama,Saitama,Japan,1325843,35.8614,139.6456
Ahvāz,Khūzestān,Iran,1325000,31.3047,48.6783
Guarulhos,São Paulo,Brazil,1324781,-23.4667,-46.5333
Leizhou,Guangdong,China,1321091,20.9143,110.0967
Juárez,Chihuahua,Mexico,1321004,31.7450,-106.4850
Mandalay,Mandalay,Burma,1319452,21.9831,96.0844
Yangquan,Shanxi,China,1318505,37.8571,113.5804
Fuqing,Fujian,China,1316000,25.7167,119.3833
Xintai,Shandong,China,1315942,35.9090,117.7680
Wusong,Anhui,China,1311726,30.9450,117.8110
Tongling,Anhui,China,1311726,30.9456,117.8114
Calgary,Alberta,Canada,1306784,51.0500,-114.0667
Meerut,Uttar Pradesh,India,1305429,28.9800,77.7100
Jacksonville,Florida,United States,1303156,30.3322,-81.6749
Kuaidamao,Jilin,China,1302778,41.7283,125.9397
Huazhou,Guangdong,China,1291668,21.6640,110.6396
Milwaukee,Wisconsin,United States,1290221,43.0642,-87.9675
Wuzhong,Ningxia,China,1284000,37.9978,106.1986
Belém,Pará,Brazil,1280614,-1.4558,-48.5039
Cacuaco,Luanda,Angola,1279488,-8.8053,13.2444
Rosario,Santa Fe,Argentina,1276000,-32.9575,-60.6394
Tangier,Tanger-Tétouan-Al Hoceïma,Morocco,1275428,35.7767,-5.8039
Antananarivo,Antananarivo,Madagascar,1275207,-18.9100,47.5250
Canagatan,Cagayan,Philippines,1273219,18.0000,121.8000
Soweto,Gauteng,South Africa,1271628,-26.2678,27.8585
Providence,Rhode Island,United States,1270529,41.8230,-71.4187
Xiantao,Hubei,China,1268715,30.3280,113.4430
Jabalpur,Madhya Pradesh,India,1267564,23.1667,79.9333
Huaiyin,Jiangsu,China,1264000,33.5819,119.0280
Yutan,Hunan,China,1263332,28.2780,112.5520
Kazan,Tatarstan,Russia,1259173,55.7964,49.1089
Bagam,Kepulauan Riau,Indonesia,1256610,1.1300,104.0531
Dayan,Yunnan,China,1253878,26.8552,100.2259
Comayagüela,Francisco Morazán,Honduras,1250000,14.0980,-87.2100
Brussels,Brussels-Capital Region,Belgium,1249597,50.8467,4.3525
Laiwu,Shandong,China,1248636,36.1833,117.6667
Huazhou,Henan,China,1247807,32.6880,112.0870
Sharjah,Ash Shāriqah,United Arab Emirates,1247749,25.3575,55.3908
Kalyān,Mahārāshtra,India,1246381,19.2400,73.1300
Rucheng,Jiangsu,China,1241700,32.2460,120.5910
Barquisimeto,Lara,Venezuela,1240714,10.0636,-69.3347
Yongcheng,Henan,China,1240382,33.9299,116.4500
Sumedang,Jawa Barat,Indonesia,1240000,-6.8400,107.9208
Cần Thơ,Cần Thơ,Vietnam,1237300,10.0333,105.7833
Suwon,Gyeonggi,South Korea,1234300,37.2667,127.0167
Yiwu,Zhejiang,China,1234015,29.3069,120.0753
Vasai-Virar,Mahārāshtra,India,1221233,19.4700,72.8000
Campinas,São Paulo,Brazil,1213792,-22.9009,-47.0573
Dadukou,Sichuan,China,1212203,26.5824,101.7184
Lingcheng,Guangxi,China,1211637,22.7080,110.3540
Shuangyashan,Heilongjiang,China,1208803,46.6762,131.1416
Nizhniy Novgorod,Nizhegorodskaya Oblast’,Russia,1204985,56.3269,44.0075
Pānīpat,Haryāna,India,1202811,29.3875,76.9700
Qom,Qom,Iran,1201158,34.6400,50.8764
Mombasa,Mombasa,Kenya,1200000,-4.0500,39.6667
Hargeysa,Woqooyi Galbeed,Somalia,1200000,9.5600,44.0650
Baidoa,Bay,Somalia,1200000,3.1167,43.6500
Vārānasi,Uttar Pradesh,India,1198491,25.3189,83.0128
Hiroshima,Hiroshima,Japan,1198021,34.3914,132.4519
Chiang Mai,Chiang Mai,Thailand,1198000,18.7953,98.9986
Belgrade,Beograd,Serbia,1197714,44.8178,20.4569
Maiduguri,Borno,Nigeria,1197497,11.8372,13.1542
Kalleli,Kerala,India,1197412,9.2807,76.8697
Batam Centre,Kepulauan Riau,Indonesia,1196396,1.1272,104.0556
Pingdu,Shandong,China,1191348,36.7769,119.9884
Rongcheng,Yunnan,China,1189813,26.2180,104.1030
Mbandaka,Équateur,Congo (Kinshasa),1187837,0.0478,18.2558
Xinyu,Jiangxi,China,1186700,27.8186,114.9167
Doha,Ad Dawḩah,Qatar,1186023,25.2867,51.5333
Shymkent,Shymkent,Kazakhstan,1184113,42.3167,69.5958
Tripoli,Ţarābulus,Libya,1183000,32.8872,13.1914
Srīnagar,Jammu and Kashmīr,India,1180570,34.0900,74.7900
Nashville,Tennessee,United States,1178679,36.1715,-86.7842
Chelyabinsk,Chelyabinskaya Oblast’,Russia,1177058,55.1547,61.3758
Aurangābād,Mahārāshtra,India,1175116,19.8800,75.3200
Cilacap,Jawa Tengah,Indonesia,1174964,-7.7167,109.0170
Xinhualu,Henan,China,1172237,34.3964,113.7402
Salt Lake City,Utah,United States,1169033,40.7776,-111.9311
Guankou,Hunan,China,1168056,28.1637,113.6433
Bandar Lampung,Lampung,Indonesia,1166761,-5.4500,105.2667
Dhanbād,Jhārkhand,India,1162472,23.7998,86.4305
Nay Pyi Taw,Nay Pyi Taw,Burma,1160242,19.7475,96.1150
Aba,Abia,Nigeria,1160000,5.1167,7.3667
Jingling,Hubei,China,1158640,30.6640,113.1670
Zhuji,Zhejiang,China,1157938,29.7167,120.2333
Tegucigalpa,Francisco Morazán,Honduras,1157509,14.1057,-87.2040
Kigali,Kigali,Rwanda,1156663,-1.9536,30.0606
Samara,Samarskaya Oblast’,Russia,1156659,53.2028,50.1408
Yingtan,Jiangxi,China,1154223,28.2721,117.0395
Edmonton,Alberta,Canada,1151635,53.5344,-113.4903
Raleigh,North Carolina,United States,1150010,35.8324,-78.6429
Bishkek,Bishkek,Kyrgyzstan,1145044,42.8667,74.5667
Bujumbura,Bujumbura Mairie,Burundi,1143202,-3.3833,29.3667
Guyuan,Ningxia,China,1142142,36.0100,106.2570
Leiyang,Hunan,China,1140675,26.4223,112.8598
Krasnodar,Krasnodarskiy Kray,Russia,1138654,45.0333,38.9667
Rostov,Rostovskaya Oblast’,Russia,1135968,47.2225,39.7100
Maputo,Maputo,Mozambique,1133200,-25.9153,32.5764
Bukavu,Sud-Kivu,Congo (Kinshasa),1133000,-2.5061,28.8608
Amritsar,Punjab,India,1132383,31.6400,74.8600
Shagamu,Ogun,Nigeria,1132270,6.8333,3.6500
Alīgarh,Uttar Pradesh,India,1131160,27.8800,78.0800
Zhangye,Gansu,China,1131016,38.9248,100.4499
Ufa,Bashkortostan,Russia,1128787,54.7261,55.9475
Santo Domingo,Ozama,Dominican Republic,1128678,18.4764,-69.8933
Ulsan,Ulsan,South Korea,1127553,35.5500,129.3167
Rongcheng,Hubei,China,1120822,29.8402,112.9048
Tbilisi,Tbilisi,Georgia,1118035,41.7225,44.7925
Guwāhāti,Assam,India,1116267,26.1722,91.7458
Fès,Fès-Meknès,Morocco,1112072,34.0433,-5.0033
Yingchuan,Henan,China,1109782,34.1420,113.4890
Ninh Bình,Ninh Bình,Vietnam,1106913,20.2500,105.8333
Yerevan,Yerevan,Armenia,1106300,40.1814,44.5144
Mwanza,Mwanza,Tanzania,1104521,-2.5167,32.9000
Omsk,Omskaya Oblast’,Russia,1104485,54.9833,73.3667
Mexicali,Baja California,Mexico,1102342,32.6633,-115.4678
Sevilla,Andalusia,Spain,1100000,37.3900,-5.9900
Ikare,Ondo,Nigeria,1099931,7.5167,5.7500
Dingzhou,Hebei,China,1095986,38.5160,114.9900
Tamale,Northern,Ghana,1095808,9.4075,-0.8533
Yuyao,Zhejiang,China,1095000,30.0500,121.1500
Goiânia,Goiás,Brazil,1093007,-16.6806,-49.2564
Krasnoyarsk,Krasnoyarskiy Kray,Russia,1092851,56.0089,92.8719
Cologne,North Rhine-Westphalia,Germany,1087353,50.9364,6.9528
Ubungo,Dar es Salaam,Tanzania,1086912,-6.7889,39.2056
Yicheng,Jiangsu,China,1082929,31.3600,119.8150
Richmond,Virginia,United States,1081248,37.5295,-77.4756
Kisangani,Tshopo,Congo (Kinshasa),1081000,0.5167,25.2000
Ezhou,Hubei,China,1079353,30.3914,114.8949
Astana,Nur-Sultan,Kazakhstan,1078362,51.1472,71.4222
Zhufeng,Shandong,China,1078178,36.0000,119.4167
Nezahualcóyotl,México,Mexico,1077208,19.4081,-99.0186
Nouakchott,Nouakchott Ouest,Mauritania,1077169,18.0858,-15.9785
Hāora,West Bengal,India,1077075,22.5800,88.3294
Tongjin,Gyeonggi,South Korea,1076369,37.2333,127.2000
Rānchi,Jhārkhand,India,1073440,23.3600,85.3300
Ciudad Nezahualcóyotl,México,Mexico,1072676,19.4006,-99.0148
Gwalior,Madhya Pradesh,India,1069276,26.2125,78.1775
Ottawa,Ontario,Canada,1068821,45.4247,-75.6950
Haicheng,Liaoning,China,1067905,40.8824,122.6852
Jianguang,Jiangxi,China,1065641,28.1958,115.7833
Goyang,Gyeonggi,South Korea,1061929,37.6500,126.8000
Sendai,Miyagi,Japan,1061177,38.2682,140.8694
Xibeijie,Gansu,China,1055706,39.7334,98.4943
Chandīgarh,,India,1055450,30.7500,76.7800
Voronezh,Voronezhskaya Oblast’,Russia,1051995,51.6717,39.2106
Managua,Managua,Nicaragua,1051236,12.1364,-86.2514
Zhongwei,Ningxia,China,1046000,37.5002,105.1968
Jiancheng,Sichuan,China,1045900,30.3800,104.5300
Mersin,Mersin,Turkey,1040507,36.8000,34.6333
Shouguang,Shandong,China,1039205,36.8570,118.7910
Liangshi,Hunan,China,1038416,27.2600,111.7442
São Luís,Maranhão,Brazil,1037775,-2.5300,-44.3028
Jodhpur,Rājasthān,India,1033918,26.2800,73.0200
Memphis,Tennessee,United States,1033394,35.1087,-89.9663
Matola,Maputo,Mozambique,1032197,-25.9667,32.4667
Ogbomoso,Oyo,Nigeria,1032000,8.1333,4.2500
Sanya,Hainan,China,1031396,18.2533,109.5036
Rangapukur,Rangpur,Bangladesh,1031388,25.5206,89.2147
Ashgabat,Aşgabat,Turkmenistan,1030063,37.9375,58.3800
Enugu,Enugu,Nigeria,1029400,6.5000,7.5000
Linhai,Zhejiang,China,1028813,28.8500,121.1167
Perm,Permskiy Kray,Russia,1026908,58.0000,56.3167
Shubrā al Khaymah,Al Qalyūbīyah,Egypt,1025569,30.1286,31.2422
Monrovia,Montserrado,Liberia,1021762,6.3133,-10.8014
Islamabad,Islamabad,Pakistan,1014825,33.6931,73.0639
Xinyi,Guangdong,China,1013900,22.3549,110.9468
Thủ Đức,Hồ Chí Minh,Vietnam,1013795,10.8266,106.7609
Āqchah,Jowzjān,Afghanistan,1012000,36.9114,66.1858
Odesa,Odeska Oblast,Ukraine,1010537,46.4920,30.7081
Raipur,Chhattīsgarh,India,1010087,21.2444,81.6306
Namangan,Namangan,Uzbekistan,1010000,41.0011,71.6683
Changwon,Gyeongnam,South Korea,1009998,35.2708,128.6631
Arequipa,Arequipa,Peru,1008290,-16.3989,-71.5369
Tshikapa,Kasaï,Congo (Kinshasa),1006387,-6.4167,20.8000
Volgograd,Volgogradskaya Oblast’,Russia,1004763,48.7086,44.5147
Morelia,Michoacán,Mexico,1002461,19.7683,-101.1894
Kota,Rājasthān,India,1001694,25.1800,75.8300
Quetta,Balochistan,Pakistan,1001205,30.1833,67.0000
Oklahoma City,Oklahoma,United States,1000207,35.4676,-97.5136
Domaa-Ahenkro,Bono,Ghana,1000000,7.2739,-2.8735
Bareilly,Uttar Pradesh,India,1000000,28.3667,79.4306
Liaoyuan,Jilin,China,996903,42.8880,125.1447
Stockholm,Stockholm,Sweden,995574,59.3275,18.0547
Bordeaux,Nouvelle-Aquitaine,France,994920,44.8400,-0.5800
Taixing,Jiangsu,China,990200,32.1590,120.0290
Lilongwe,Lilongwe,Malawi,989318,-13.9669,33.7873
Port-au-Prince,Ouest,Haiti,987310,18.5425,-72.3386
Esenyurt,İstanbul,Turkey,983571,41.0342,28.6800
Pekanbaru,Riau,Indonesia,983356,0.5092,101.4453
Bogor,Jawa Barat,Indonesia,982469,-6.5966,106.7972
Ciudad Guayana,Bolívar,Venezuela,978202,8.3667,-62.6500
Chiba,Chiba,Japan,975014,35.6073,140.1064
Kirkuk,Karkūk,Iraq,975000,35.4667,44.4000
Shuizhai,Henan,China,973197,33.4658,114.8753
Qianxi,Guizhou,China,970700,27.0087,106.0323
Hartford,Connecticut,United States,969171,41.7661,-72.6834
Dnipro,Dnipropetrovska Oblast,Ukraine,968502,48.4675,35.0400
Baishan,Jilin,China,968373,41.9440,126.4147
Nārāyanganj,Dhaka,Bangladesh,967951,23.6167,90.5000
Gqeberha,Eastern Cape,South Africa,967677,-33.9581,25.6000
Huilong,Jiangsu,China,967313,31.8700,121.7030
Málaga,Andalusia,Spain,967250,36.7194,-4.4200
Marrakech,Marrakech-Safi,Morocco,966987,31.6300,-8.0089
Louisville,Kentucky,United States,965005,38.1663,-85.6485
Cebu City,Cebu,Philippines,964169,10.3200,123.7500
Asmara,Ma’ĭkel,Eritrea,963000,15.3358,38.9411
Coimbatore,Tamil Nādu,India,959823,11.0008,76.9633
Maceió,Alagoas,Brazil,957916,-9.6658,-35.7350
Nada,Hainan,China,954259,19.5209,109.5808
Fangchenggang,Guangxi,China,953300,21.6867,108.3547
Solāpur,Mahārāshtra,India,951558,17.6800,75.9200
Freetown,Western Area,Sierra Leone,951000,8.4833,-13.2331
Kaiyuan,Henan,China,950939,36.0193,113.8600
Buffalo,New York,United States,949547,42.9018,-78.8487
Santo Domingo Este,Ozama,Dominican Republic,948855,18.4855,-69.8734
Vientiane,Viangchan,Laos,948487,17.9800,102.6300
Kermānshāh,Kermānshāh,Iran,946651,34.3369,47.0911
Kibanseke Première,Kinshasa,Congo (Kinshasa),946372,-4.4419,15.3950
Seberang Jaya,Pulau Pinang,Malaysia,946092,5.3909,100.4104
Sale,Rabat-Salé-Kénitra,Morocco,945101,34.0333,-6.8000
Hubli,Karnātaka,India,943788,15.3502,75.1376
El Alto,La Paz,Bolivia,943000,-16.5047,-68.1633
Çankaya,Ankara,Turkey,942553,39.9244,32.8856
Hwasu-dong,Gyeonggi,South Korea,941489,37.1997,126.8314
Yingcheng,Guangdong,China,941325,24.2100,113.4010
Fort Worth,Texas,United States,941311,32.7817,-97.3474
Setagaya,Tōkyō,Japan,940071,35.6466,139.6532
Keçiören,Ankara,Turkey,939279,40.0000,32.8667
Luocheng,Guangdong,China,936931,22.7689,111.5697
Jerusalem,Jerusalem,Israel,936425,31.7789,35.2256
Khartoum North,Khartoum,Sudan,936349,15.6333,32.6333
Meishan,Henan,China,936000,34.1670,112.8440
Mushin,Lagos,Nigeria,935400,6.5333,3.3500
Trujillo,La Libertad,Peru,935147,-8.1120,-79.0288
Kitakyūshū,Fukuoka,Japan,935084,33.8833,130.8833
Aguascalientes,Aguascalientes,Mexico,934424,21.8760,-102.2960
Khulna,Khulna,Bangladesh,928891,22.8167,89.5500
Chihuahua,Chihuahua,Mexico,925762,28.6369,-106.0769
Bridgeport,Connecticut,United States,921660,41.1918,-73.1954
Xin’an,Jiangsu,China,920628,34.2860,118.3550
Mysore,Karnātaka,India,920550,12.3086,76.6531
Kashgar,Xinjiang,China,920000,39.4681,75.9938
Sŏngnam,Gyeonggi,South Korea,918771,37.4333,127.1500
New Orleans,Louisiana,United States,918752,30.0687,-89.9288
Trichinopoly,Tamil Nādu,India,916857,10.7903,78.7047
Cartagena,Bolívar,Colombia,914552,10.4000,-75.5000
Qingzhou,Shandong,China,914047,36.6853,118.4796
Naples,Campania,Italy,913462,40.8358,14.2486
Santiago del Estero,Santiago del Estero,Argentina,911506,-27.7833,-64.2667
Naucalpan de Juárez,México,Mexico,910407,19.4753,-99.2378
Masbate,Masbate,Philippines,908920,12.2700,123.5800
Owerri,Imo,Nigeria,908109,5.4850,7.0350
Taishan,Guangdong,China,907744,22.2520,112.7940
Jiaozhou,Shandong,China,907500,36.2647,120.0334
Wuchuan,Guangdong,China,907354,21.4410,110.7790
Wafangdian,Liaoning,China,905082,39.6271,121.9796
La Plata,Buenos Aires,Argentina,904789,-34.9211,-57.9544
Bobo-Dioulasso,Hauts-Bassins,Burkina Faso,903887,11.1833,-4.2833
Ad Dammām,Ash Sharqīyah,Saudi Arabia,903312,26.4333,50.1000
Hanchuan,Hubei,China,903296,30.6667,113.8333
Quzhou,Zhejiang,China,902767,28.9702,118.8593
Donetsk,Donetska Oblast,Ukraine,901645,48.0028,37.8053
Ashmūn,Al Minūfīyah,Egypt,901191,30.2974,30.9764
Bunia,Ituri,Congo (Kinshasa),900666,1.5667,30.2500
Wuchang,Heilongjiang,China,897705,44.9240,127.1580
São Gonçalo,Rio de Janeiro,Brazil,896744,-22.8269,-43.0539
Hengzhou,Guangxi,China,896099,22.6799,109.2614
Feicheng,Shandong,China,894115,36.1861,116.7719
Bucaramanga,Santander,Colombia,893040,7.1333,-73.0000
Cazenga,Luanda,Angola,892401,-8.8214,13.2911
Mérida,Yucatán,Mexico,892363,20.9667,-89.6167
Hegang,Heilongjiang,China,891271,47.3501,130.2980
Osmangazi,Bursa,Turkey,891250,40.1983,29.0600
Morādābād,Uttar Pradesh,India,889810,28.8319,78.7764
Bangui,Bangui,Central African Republic,889231,4.3733,18.5628
Abeokuta,Ogun,Nigeria,888924,7.1608,3.3483
Cancún,Quintana Roo,Mexico,888797,21.1606,-86.8475
Zaoyang,Hubei,China,888794,32.1290,112.7720
Dongtai,Jiangsu,China,888410,32.7950,120.5190
Antipolo,Rizal,Philippines,887399,14.5842,121.1763
Taguig City,Taguig,Philippines,886722,14.5200,121.0500
Tabūk,Tabūk,Saudi Arabia,886036,28.3972,36.5789
Xishan,Hunan,China,885987,27.6461,113.4970
Zhoushan,Zhejiang,China,882932,29.9856,122.2074
Panama City,Panamá,Panama,880691,8.9711,-79.5347
Tucson,Arizona,United States,879871,32.1541,-110.8787
Yichun,Heilongjiang,China,878881,47.7280,128.8410
As Sulaymānīyah,As Sulaymānīyah,Iraq,878146,35.5500,45.4333
Klang,Selangor,Malaysia,878000,3.0223,101.5481
Tiruppūr,Tamil Nādu,India,877778,11.1085,77.3411
Marseille,Provence-Alpes-Côte d’Azur,France,877215,43.2964,5.3700
Gurgaon,Haryāna,India,876824,28.4560,77.0290
Yangchun,Guangdong,China,875896,22.1704,111.7916
Ar Ramādī,Al Anbār,Iraq,874543,33.4258,43.2992
Hai’an,Jiangsu,China,874334,32.5350,120.5630
Jalandhar,Punjab,India,873725,31.3260,75.5762
Daye,Hubei,China,871214,30.0961,114.9804
Zhongxiang,Hubei,China,868897,31.1680,112.5880
Gaomi,Shandong,China,868715,36.3833,119.7500
Teresina,Piauí,Brazil,868075,-5.0903,-42.8167
Lhasa,Tibet,China,867891,29.6534,91.1719
Ipoh,Perak,Malaysia,866772,4.6000,101.0650
Saltillo,Coahuila,Mexico,864431,25.4231,-100.9919
Aden,‘Adan,Yemen,863000,12.8000,45.0333
El Paso,Texas,United States,862494,31.8476,-106.4300
Gongzhuling,Jilin,China,862313,43.5053,124.8224
Lianyuan,Hunan,China,862099,27.6920,111.6640
Ikeja,Lagos,Nigeria,861300,6.6000,3.3500
Tyumen,Tyumenskaya Oblast’,Russia,861100,57.1500,65.5333
Cochabamba,Cochabamba,Bolivia,856198,-17.3883,-66.1597
Portsmouth,Portsmouth,United Kingdom,855679,50.8058,-1.0872
Southampton,Southampton,United Kingdom,855569,50.9025,-1.4042
Hermosillo,Sonora,Mexico,855563,29.0989,-110.9542
Cheongju,Chungbuk,South Korea,852018,36.6333,127.4833
Shache,Xinjiang,China,851374,38.4261,77.2500
Thanh Hóa,Thanh Hóa,Vietnam,850000,19.8075,105.7764
Macheng,Hubei,China,849090,31.1730,115.0080
Akure,Ondo,Nigeria,847903,7.2500,5.1950
Ilorin,Kwara,Nigeria,847582,8.5000,4.5500
Erbil,Arbīl,Iraq,846000,36.1911,44.0094
Kathmandu,,Nepal,845767,27.7100,85.3200
Turin,Piedmont,Italy,841600,45.0792,7.6761
Anqiu,Shandong,China,840553,36.4780,119.2190
